lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_c,s_c,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0646997
# Diagonal elements of inverse mass matrix:
# 0.142392, 0.138159, 0.104566, 0.100634, 0.0160722, 0.015724, 0.1378, 0.0239006, 0.199949, 0.190608, 0.195262, 0.186205, 0.186244, 0.199059, 0.177666, 0.18713, 0.204007, 0.180218, 0.18552, 0.206862, 0.260063, 0.267256, 0.224003, 0.243095, 0.274911, 0.218608, 0.270841, 0.221828, 0.2211, 0.223873, 0.195116, 0.27387, 0.183329, 0.223086, 0.172643, 0.218807, 0.232248, 0.199591, 0.223919, 0.190458
-3894.79,0.896272,0.0646997,5,63,0,3920.43,0.212251,0.304414,-1.01984,-1.46821,-0.0268215,0.0257046,-0.186586,0.457621,0.949979,-0.345185,0.191659,-1.32278,-0.629881,0.766935,-0.809205,-0.275995,0.454463,0.497094,-0.792712,0.403007,0.0330994,-0.45631,0.320715,-0.363913,-0.555167,-0.0932045,0.150355,0.664548,-0.00709864,-0.360386,-0.511924,-0.598709,-0.751788,-0.760374,0.701179,0.99838,-0.170827,-0.376845,0.000832901,-0.358683,1.58986,0.28012,0.819046,-0.691228,0.0151997,1.40993,-0.157879,0.389903,1.08393,1.1453,-0.155957,1.07619,-0.688433,-1.19866,-0.447338,-1.13821,-1.27358,-0.909545,-0.588871,-0.0806079,-0.760581,-1.16455,-1.74083,-1.78245,-1.96612,-1.96878,-0.566963,-0.220435,-1.46915,-1.55579,-1.20445,-1.55845,0.169404,0.430424,0.305966,0.66624,0.4962,0.196244,0.539388,0.403741,0.252763,0.241349,0.53891,0.254228,0.665618,0.768286,0.610006,0.757351,0.781354,0.712907,0.643106,0.520141,0.68148,0.762159,0.850793,0.855999,0.877194,0.87748,0.638062,0.554887,0.812929,0.825749,0.769316,0.82613
-3887.49,0.996043,0.0646997,6,63,0,3906.59,-0.569268,0.521594,-0.51327,-0.699079,0.0231426,0.103811,-0.0603236,0.542392,0.593329,0.198593,0.695958,-0.92376,-0.492745,0.767579,-0.555448,-0.112043,-0.122877,0.833269,-0.641672,0.450683,-0.21281,0.0899683,0.256017,-0.0088391,0.00576944,0.0533854,0.216585,0.456818,0.219055,-0.224843,-0.304482,-0.84579,-0.371723,-0.469796,1.05258,0.667583,-0.126579,0.201174,-0.375431,-0.361757,0.943301,0.561138,1.05671,-0.566602,-0.147263,1.11486,-0.215354,0.215478,0.236077,1.17606,-0.289005,0.771918,-0.991632,-0.670893,-0.608655,-0.868123,-0.775747,-1.0216,-0.546971,-0.427612,-0.65819,-1.18435,-1.34419,-1.67248,-1.424,-1.4012,-0.0792568,-0.254839,-1.23238,-0.881638,-1.30953,-1.42661,0.280234,0.363284,0.257939,0.637979,0.536749,0.246966,0.553631,0.446338,0.441253,0.235762,0.571753,0.316064,0.72941,0.661703,0.647634,0.704355,0.684763,0.735285,0.633432,0.605303,0.658854,0.765728,0.793178,0.841907,0.805965,0.802374,0.519804,0.563367,0.774234,0.707162,0.787434,0.806372
-3887.15,1,0.0646997,5,31,0,3901.62,-0.687792,0.572276,0.0225897,-0.306261,-0.210902,0.0671082,0.0257804,0.509882,0.748807,0.227099,0.208337,-0.978428,-0.427054,1.08279,-0.557736,-0.489593,0.540008,0.769053,-0.84171,0.342599,-0.395511,-0.17854,0.216395,-0.482205,-0.624627,-0.224759,0.107911,0.370958,-0.0167012,-0.288696,-0.364174,-0.660491,-0.731019,-0.578305,0.871466,0.883623,0.193815,-0.240849,-0.447351,-0.373488,1.06208,0.425797,0.423403,-0.730626,-0.0728561,1.42062,-0.154433,0.0282893,0.771442,1.1478,-0.552986,0.917771,-0.789055,-0.735769,-0.407942,-1.15565,-0.993619,-0.95876,-0.424765,-0.0733261,-0.526459,-1.06198,-1.41557,-1.62678,-1.66784,-1.60352,-0.353436,-0.223432,-1.26843,-0.899405,-1.44801,-1.19573,0.256912,0.395131,0.395703,0.674943,0.518206,0.194564,0.538532,0.492928,0.316167,0.240891,0.634828,0.285412,0.687628,0.67607,0.600594,0.760541,0.729802,0.722873,0.604623,0.518323,0.628657,0.743069,0.804643,0.835728,0.841287,0.832509,0.587451,0.555627,0.780474,0.710827,0.809692,0.767764
-3893.82,0.990247,0.0646997,6,95,0,3910.8,-0.890117,0.725606,-0.157604,-0.431503,-0.207405,0.101057,-0.120331,0.527013,1.17813,-0.187086,0.522947,-1.16766,-0.152355,1.02116,-0.577703,-0.391329,0.171873,1.00666,-0.525778,0.375251,-0.457466,-0.459065,0.330738,0.0208118,-0.516638,-0.136977,-0.0101846,0.357879,0.230712,-0.0856768,-0.256888,-0.35709,-0.716295,-0.696191,1.13825,0.661411,0.325364,0.198002,-0.0242072,-0.120281,1.57555,0.0976525,0.823783,-0.834634,0.285305,1.44272,-0.091751,0.207302,0.488805,1.46847,-0.152506,1.03022,-1.13285,-1.29542,-0.606672,-0.964889,-1.16788,-1.25236,-0.822392,-0.402464,-0.594019,-1.20463,-1.56478,-1.51116,-1.91151,-1.94327,-0.375332,-0.666152,-1.42162,-0.723561,-1.24714,-1.20281,0.171427,0.475606,0.304961,0.697334,0.429154,0.191124,0.522922,0.448359,0.380175,0.187176,0.538053,0.263041,0.756364,0.785063,0.647181,0.7241,0.762761,0.777707,0.694744,0.599279,0.644287,0.769347,0.827038,0.819233,0.871188,0.874711,0.592747,0.660641,0.805593,0.673391,0.776804,0.769025
-3892.8,0.933322,0.0646997,5,31,0,3919.1,-0.620235,0.705895,-0.418046,-0.573747,-0.148073,0.083951,-0.144145,0.638156,0.532139,0.205532,0.494521,-1.10807,-1.09981,0.731419,-0.988201,-0.0226845,0.41711,0.497212,-0.886879,0.566777,0.029283,0.186687,0.248835,-0.203246,-0.115592,0.304734,0.0825745,0.623619,-0.0723146,-0.541235,-0.0880831,-0.986619,-0.747987,-0.475659,1.21577,1.32668,0.0162036,-0.254245,-0.299192,-0.179035,1.06619,0.659138,0.959619,-0.619991,-0.53703,1.28271,-0.390942,0.65502,0.893701,1.07723,-0.370066,1.2847,-0.707765,-0.665282,-0.687086,-1.17364,-0.835401,-0.78185,-0.752157,-0.185888,-0.92779,-1.61857,-1.24866,-2.01377,-1.82812,-1.58101,-0.103456,0.163863,-1.46966,-1.13901,-1.38731,-1.17872,0.256128,0.340933,0.276955,0.650216,0.631121,0.217089,0.596509,0.341859,0.290347,0.25403,0.591475,0.21675,0.669907,0.660446,0.665318,0.763803,0.697496,0.686079,0.679648,0.546339,0.716627,0.834597,0.777067,0.882235,0.861537,0.829348,0.525841,0.459126,0.813006,0.757497,0.800162,0.764717
-3896.12,0.941534,0.0646997,5,31,0,3913.67,-0.702328,0.538589,-0.384487,-0.610191,-0.179578,0.137894,0.094386,0.708611,0.630865,-0.560281,0.55364,-1.45978,-0.442021,0.912175,-0.908924,-0.623854,-0.0742392,0.781675,-0.882724,0.0428891,-0.364553,-0.319625,0.22339,0.0869681,-0.513835,0.144806,0.155718,0.586257,0.0598883,0.193623,-0.551296,-0.554161,-0.2541,-0.993628,1.19287,0.577263,0.252195,-0.105967,-0.134054,-0.436851,1.15525,-0.133461,0.994397,-0.991153,0.117204,1.45746,-0.307887,0.0747448,0.380456,1.36181,-0.379249,0.790269,-0.977798,-1.07224,-0.667123,-0.845357,-1.10617,-1.00059,-0.575995,-0.150944,-0.733063,-0.904471,-1.75114,-1.52003,-1.35638,-2.09042,-0.235458,-0.589214,-1.37823,-0.971311,-1.20994,-1.44157,0.239532,0.533316,0.270044,0.729316,0.470733,0.188856,0.576369,0.481322,0.406017,0.203947,0.593692,0.312111,0.726671,0.745023,0.660859,0.699592,0.751415,0.731175,0.640145,0.537665,0.675477,0.711867,0.852096,0.820542,0.795171,0.889968,0.558594,0.643185,0.798706,0.725381,0.770288,0.808698
-3896.28,0.930319,0.0646997,5,31,0,3917.44,-0.564723,0.827009,-0.475298,-0.457715,-0.128292,0.0300619,-0.274614,0.638515,1.05586,0.00723842,0.339825,-1.28364,-0.854998,0.544188,-1.04768,-0.352888,0.0658345,0.271252,-0.798358,0.060933,-0.0570103,0.0803513,0.66178,-0.0154547,0.0055338,0.465611,0.129941,0.639078,-0.0672892,-0.346745,-0.627049,-0.680294,-0.905629,-0.734567,0.900826,1.22914,0.339463,-0.14614,-0.0775057,-0.369892,1.53594,0.41762,0.760164,-0.84339,-0.350025,1.0392,-0.512836,0.251655,0.49613,0.79116,-0.333212,0.700325,-0.964062,-0.92627,-0.374903,-1.08201,-0.886582,-0.61626,-0.861745,-0.288079,-1.03427,-1.46327,-1.70589,-1.72888,-1.91477,-1.80824,-0.272798,0.105686,-0.978537,-0.986015,-1.13624,-1.30934,0.177126,0.397086,0.318611,0.699179,0.586624,0.261304,0.625471,0.437416,0.37845,0.31192,0.582541,0.33174,0.723934,0.716318,0.592643,0.746874,0.708184,0.649367,0.703025,0.571526,0.737744,0.812033,0.846303,0.84927,0.871554,0.859149,0.56778,0.473603,0.726818,0.7283,0.756989,0.787402
-3891.56,1,0.0646997,5,63,0,3920.9,-0.286346,0.66938,-0.275787,-0.283592,-0.350043,-0.0957518,0.078066,0.562789,0.538557,0.0461986,0.646023,-1.12836,-0.402903,1.15507,-0.799652,-0.55738,0.49787,1.03431,-0.83811,0.422003,-0.129269,0.0412823,0.21825,-0.0151475,-0.471925,-0.42144,0.246006,0.278141,0.332598,-0.489417,0.0924874,-0.569726,-0.636983,-0.210394,0.894239,0.954297,-0.176918,-0.459492,-0.149135,-0.487542,0.80474,0.12221,0.749202,-0.970846,-0.0688005,1.46201,-0.384048,0.0483965,0.628216,1.40916,-0.612678,1.12287,-0.861922,-0.963046,-0.690326,-1.00523,-1.16383,-1.09776,-0.717571,-0.331593,-0.385806,-1.43808,-0.986899,-1.92212,-1.5262,-1.45345,-0.265984,-0.424597,-1.73107,-0.886859,-1.35144,-1.18658,0.309012,0.469486,0.320995,0.725288,0.517193,0.188161,0.594849,0.487903,0.347915,0.196366,0.648551,0.24548,0.703062,0.723731,0.666039,0.732085,0.762027,0.74984,0.672072,0.582147,0.595273,0.808157,0.728475,0.872374,0.821449,0.810529,0.566107,0.604583,0.849549,0.708242,0.794365,0.76613
-3891.66,0.991074,0.0646997,5,31,0,3912.42,-0.739995,0.496965,-0.232803,-0.39966,-0.367245,0.0203485,0.167097,0.614709,1.51736,0.491131,0.89018,-0.646626,-0.537126,0.927299,-0.402219,0.0917554,0.535617,0.725009,-0.248823,0.414073,-0.259632,-0.0643201,0.429878,0.110095,-0.0217588,0.0660138,0.29337,0.638159,-0.144821,0.0336915,-0.836473,-0.241865,-0.703098,-0.587491,1.24024,1.50126,0.620868,-0.403802,0.012094,-0.418914,1.63496,0.409213,0.836765,-0.643037,-0.348269,1.08765,-0.127855,0.565637,0.510704,0.956619,-0.173978,0.987713,-1.04891,-1.13863,-0.664777,-1.07007,-0.768286,-1.02658,-0.738183,-0.142968,-1.03996,-1.22382,-2.269,-1.7192,-1.93611,-2.07093,-0.397905,-0.124685,-1.43056,-1.15227,-1.42859,-1.45241,0.163153,0.399101,0.302217,0.65544,0.586198,0.252061,0.53192,0.362244,0.375028,0.277556,0.543385,0.271364,0.740566,0.757427,0.660333,0.74461,0.68315,0.736253,0.676598,0.535681,0.738842,0.772736,0.906277,0.848026,0.873924,0.888045,0.598184,0.531131,0.806989,0.759925,0.806681,0.810368
-3894.76,0.989991,0.0646997,5,31,0,3910.31,-0.766758,0.876749,-0.0348699,-0.20751,-0.341184,0.00529311,0.219562,0.648001,0.543478,0.148138,0.717176,-1.18572,-0.459295,1.12239,-0.858322,-0.608105,0.52821,1.12047,-0.823596,0.32978,-0.130099,0.321195,0.51204,0.244651,-0.434724,0.0924919,0.139689,0.43602,0.473565,-0.192464,0.304037,-0.70816,-0.465425,-0.243708,1.19912,0.964982,0.1777,-0.499206,-0.0539413,-0.387386,0.934062,0.353362,0.948881,-0.901053,-0.00251132,1.55269,-0.322098,0.113478,0.786394,1.61698,-0.472732,1.14404,-0.802067,-0.615572,-0.43002,-0.776849,-1.06697,-0.820435,-0.757358,-0.214761,-0.283136,-1.27222,-0.969543,-2.05059,-1.55365,-1.5782,-0.251871,-0.501904,-1.65725,-1.13727,-1.34871,-1.29025,0.282101,0.412567,0.27911,0.711166,0.500628,0.174698,0.579836,0.471661,0.312943,0.165622,0.61603,0.241579,0.690417,0.649211,0.605879,0.685001,0.744021,0.694329,0.68078,0.553485,0.570315,0.781122,0.725028,0.886008,0.82544,0.828949,0.562637,0.622907,0.839869,0.757178,0.793918,0.784189
-3897.17,0.99158,0.0646997,5,31,0,3912.89,-0.845218,1.0755,-0.165971,-0.287438,-0.277945,-0.0161884,0.348744,0.44276,1.327,0.238487,0.468452,-0.904796,-0.439223,0.747568,-0.427507,-0.113409,0.184679,0.309502,-0.480511,0.282578,0.106374,0.0994707,0.433825,0.268216,-0.165876,0.117543,0.320506,0.550466,0.118126,0.0569328,-0.586683,0.0880242,-0.368332,-0.460089,1.28641,1.30856,0.705504,0.123217,-0.0842533,-0.15419,1.70386,0.464347,0.715884,-0.61422,-0.0084306,1.15679,0.0680008,0.533101,0.453683,0.772652,-0.136006,1.00459,-0.860688,-1.08331,-0.732767,-0.963092,-1.10058,-0.984315,-0.829917,-0.378836,-0.897463,-1.20133,-2.00417,-1.42656,-1.63482,-1.9477,-0.255107,-0.286903,-1.14881,-0.77655,-1.5395,-1.26967,0.153961,0.385955,0.3283,0.648903,0.502108,0.239251,0.483006,0.369794,0.388486,0.315906,0.533949,0.26804,0.702804,0.74712,0.675412,0.72374,0.750369,0.727964,0.696337,0.593592,0.710428,0.768761,0.881234,0.806364,0.836829,0.875195,0.563433,0.571238,0.759293,0.684936,0.823392,0.780687
-3892.6,0.995742,0.0646997,5,31,0,3914.35,-0.352294,0.492742,-0.562551,-0.661943,-0.212397,0.0076794,0.23455,0.576764,0.359493,0.11221,0.732638,-1.02415,-0.752459,1.0541,-0.658836,-0.189207,0.584177,1.1334,-0.593595,0.327576,-0.105753,0.198439,0.495299,-0.202817,0.0282043,0.24449,0.239939,0.746821,0.294998,-0.16854,0.0717984,-0.774013,-0.541364,-0.369715,0.881092,0.67962,-0.201741,-0.417207,-0.145917,-0.376327,0.692155,0.329481,0.966393,-0.75743,-0.378585,1.41149,-0.235509,0.349512,0.834417,1.532,-0.28566,0.923991,-0.926729,-0.787382,-0.498201,-1.24577,-0.768044,-0.739642,-0.721155,-0.0653495,-0.583111,-1.25214,-1.12,-1.99991,-1.61777,-1.59505,-0.425536,-0.628134,-1.74739,-1.21338,-1.34652,-1.33734,0.333554,0.418367,0.2756,0.680796,0.593532,0.195999,0.558607,0.413501,0.302712,0.177701,0.570933,0.284145,0.716411,0.687269,0.622036,0.776567,0.683098,0.676918,0.672861,0.516332,0.641783,0.777671,0.753989,0.880787,0.834488,0.831325,0.604807,0.652066,0.851624,0.770896,0.79356,0.792053
-3892.17,0.864372,0.0646997,5,31,0,3915.35,-0.35913,0.523425,-0.548575,-0.613227,-0.154151,0.010617,-0.055778,0.69363,0.907672,-0.234272,0.714475,-0.835891,-0.670781,0.826608,-0.635734,-0.531579,0.32954,0.816849,-0.657085,0.408072,-0.158657,0.437533,0.099856,0.0604272,-0.206324,-0.0684167,0.147342,0.395743,-0.0345183,-0.145,-0.386695,-0.523,-0.846817,-0.549934,1.43317,0.876794,0.151653,-0.457222,-0.360459,-0.591785,1.23165,0.00595321,0.966664,-0.559774,-0.316899,1.16853,-0.24596,-0.0580567,0.593692,1.18868,-0.351058,0.923468,-0.983104,-0.506554,-0.854847,-0.930168,-1.01282,-1.02641,-0.778798,-0.427357,-0.905474,-1.17014,-1.47783,-1.6288,-1.85421,-1.66037,0.253649,-0.293457,-1.20135,-1.26123,-1.45294,-1.51543,0.225894,0.498512,0.275546,0.6364,0.578568,0.237122,0.561182,0.51451,0.355788,0.233496,0.586874,0.284252,0.727724,0.623998,0.701583,0.717109,0.733572,0.736219,0.685421,0.605242,0.712073,0.76317,0.814245,0.836005,0.86462,0.840287,0.436926,0.572842,0.768764,0.779237,0.810451,0.819864
-3892.15,0.873774,0.0646997,5,31,0,3911.16,-0.35736,0.457065,-0.615369,-0.639593,-0.268804,0.0376567,-0.0357079,0.74837,0.853584,0.0925218,0.484585,-0.797914,-0.848253,1.047,-0.867943,-0.0945096,0.0823748,1.04057,-0.531777,0.654368,-0.0619099,0.280706,0.33546,0.261703,-0.0145201,-0.0158881,0.372144,0.602787,-0.201507,-0.494231,-0.458744,-0.544367,-0.96742,-0.531012,1.18524,0.787495,0.296447,-0.403506,-0.354427,-0.399478,1.3083,0.401203,0.814129,-0.426645,-0.341379,1.53301,-0.298482,0.620989,0.432781,1.57874,-0.108352,1.44288,-0.832025,-0.698033,-0.680936,-0.81728,-0.753342,-1.0763,-0.575301,-0.184123,-1.07187,-1.6526,-1.62454,-1.69743,-1.98718,-1.71131,-0.153813,-0.49711,-1.34511,-1.0686,-1.50343,-1.2732,0.212771,0.401023,0.307011,0.605072,0.584525,0.177553,0.574071,0.349557,0.393462,0.170974,0.527062,0.191099,0.696783,0.667751,0.663948,0.693659,0.679906,0.745794,0.639985,0.545901,0.744952,0.839241,0.83542,0.845199,0.879444,0.847005,0.538378,0.62178,0.79333,0.744331,0.818085,0.78129
-3895.32,0.991551,0.0646997,5,63,0,3913.46,-0.0998517,0.257425,-0.465394,-0.950881,-0.0770411,0.0404758,-0.0514297,0.548338,0.875355,0.12177,0.754814,-1.41155,-0.414697,0.766396,-0.498216,-0.36144,0.568227,0.745407,-0.818519,0.242699,-0.403598,-0.546876,0.165789,-0.605443,-0.797284,-0.261849,-0.285002,0.226267,0.220626,-0.213278,-0.495751,-0.904411,-0.253526,-1.00447,0.766517,1.06189,-0.48422,-0.0817656,-0.128077,-0.330055,1.25341,0.45797,1.09699,-1.05741,-0.0216939,1.15342,-0.0872749,0.0913565,0.916385,1.14738,-0.449433,0.716423,-0.821723,-1.02479,-0.352606,-1.14178,-1.20644,-0.852226,-0.753951,-0.226355,-0.255913,-0.802044,-1.53551,-1.88115,-1.25143,-2.0187,-0.352581,0.0177609,-1.69002,-0.97802,-1.13334,-1.2861,0.22211,0.387467,0.250304,0.742195,0.505423,0.239865,0.521805,0.477177,0.285695,0.240968,0.610504,0.328181,0.694602,0.735906,0.587249,0.758005,0.769669,0.701034,0.680039,0.556348,0.563631,0.690412,0.822811,0.867744,0.777547,0.882747,0.587243,0.49556,0.844227,0.726715,0.756454,0.783487
-3890.76,0.993772,0.0646997,5,63,0,3912.55,-0.429594,0.0890486,-0.400769,-0.631217,-0.176677,0.145346,-0.255012,0.4921,0.650705,-0.0569654,0.518685,-0.94039,-0.543095,0.881715,-0.97977,-0.231962,-0.0167257,0.626505,-0.775737,0.607531,-0.395317,-0.40141,-0.171436,0.104548,-0.541018,-0.106623,-0.238561,0.0772516,-0.310223,-0.761178,-0.602148,-0.978619,-1.18259,-1.216,0.997664,0.687665,-0.0873829,-0.288602,-0.262534,-0.276384,1.02588,0.222227,0.811589,-0.620061,-0.133636,1.27746,-0.529175,0.314619,0.289891,1.05653,-0.421128,1.2021,-0.730721,-0.873936,-0.789308,-0.554462,-0.855854,-0.99462,-0.690519,-0.389786,-0.83211,-1.59296,-1.53274,-1.65966,-2.0172,-2.03552,-0.167407,-0.200425,-1.45128,-0.890102,-1.06149,-1.01501,0.263883,0.444671,0.307552,0.650232,0.533359,0.217983,0.629291,0.421988,0.428031,0.257973,0.603753,0.231101,0.674963,0.705564,0.687683,0.63517,0.701794,0.729999,0.666082,0.596231,0.696801,0.831032,0.822407,0.840192,0.882591,0.884477,0.541754,0.549939,0.810196,0.708911,0.742976,0.733999
-3889.05,0.920962,0.0646997,5,31,0,3910.52,-0.144679,0.408936,-0.386976,-0.838243,-0.0528035,0.0442348,-0.137867,0.545095,0.968058,-0.105212,0.616883,-1.2022,-0.639179,0.715856,-0.418671,-0.259853,0.301421,0.542346,-0.816931,0.152913,-0.497398,-0.488425,0.229826,-0.810727,-1.00317,-0.257798,-0.269458,0.298484,-0.03369,-0.687957,-0.39797,-0.867931,-0.44229,-0.41575,0.671207,0.736045,-0.269101,-0.267731,-0.501467,-0.322729,1.4494,0.347447,1.07364,-0.73725,-0.147588,1.20335,0.0852152,0.27272,0.762276,1.04008,-0.341732,0.69983,-0.878739,-0.910748,-0.236732,-1.28958,-1.37837,-0.806679,-0.685634,-0.122994,-0.471561,-1.21924,-1.34038,-1.73417,-1.35602,-1.32417,-0.342081,-0.192871,-1.34181,-1.11179,-1.40375,-1.20777,0.190093,0.414002,0.254712,0.676394,0.53683,0.23088,0.478709,0.432239,0.318152,0.261134,0.584611,0.33185,0.706561,0.713153,0.558908,0.784076,0.798729,0.691401,0.664995,0.53071,0.615753,0.77193,0.792553,0.849945,0.795112,0.789875,0.584696,0.548069,0.792788,0.752463,0.802778,0.769904
-3892.57,0.96287,0.0646997,6,95,0,3914.25,-0.0705222,-0.0419526,-0.0969249,-0.478061,-0.352579,0.0571329,-0.44864,0.628545,0.70401,0.211637,0.403993,-0.996103,-0.679788,0.985742,-1.05881,-0.488398,0.208297,0.830911,-0.763583,0.519529,-0.934018,-0.682711,-0.547095,-0.213331,-0.723495,-0.698182,-0.530198,-0.460608,-0.926358,-0.828457,-0.673795,-0.830765,-1.10516,-1.05449,0.805482,0.885236,0.028536,-0.79006,-0.358681,-0.800537,1.08815,0.404229,0.623949,-0.721419,-0.227236,1.41093,-0.524169,0.237796,0.455617,1.32451,-0.420488,1.3415,-0.812485,-0.834821,-0.756338,-0.504667,-0.560916,-0.980645,-0.641262,-0.368844,-0.944051,-1.23165,-1.42836,-1.55316,-1.66817,-1.82034,-0.184083,-0.0174278,-1.35781,-0.887883,-1.08348,-1.172,0.251966,0.400297,0.348884,0.672919,0.556566,0.196087,0.628122,0.440829,0.388026,0.210069,0.6036,0.207264,0.692639,0.697373,0.680558,0.623555,0.636664,0.727236,0.655039,0.59118,0.719917,0.774108,0.806646,0.825369,0.841332,0.860606,0.545891,0.504357,0.795404,0.708453,0.747151,0.763507
-3889.23,0.999904,0.0646997,5,31,0,3904.56,-0.137279,0.271795,-0.0881197,-0.553451,-0.298963,0.0414174,-0.273628,0.610371,0.902654,0.255434,0.488528,-1.0764,-0.54282,0.994374,-1.14304,-0.39054,0.164796,0.847137,-0.783822,0.274137,-0.93666,-0.629487,-0.505805,-0.384814,-0.705023,-0.745082,-0.534666,-0.534483,-0.782755,-0.934905,-0.684186,-0.87638,-1.16242,-1.03624,0.893759,0.915201,-0.10443,-0.950104,-0.569646,-0.921786,1.43016,0.620515,0.876812,-0.641705,0.0426907,1.55668,-0.487916,0.427,0.576283,1.46745,-0.291124,1.17289,-0.938106,-0.862963,-0.780698,-0.729317,-0.671664,-1.06801,-0.733338,-0.554143,-0.895227,-1.36723,-1.56363,-1.7426,-1.87945,-1.93227,-0.177921,-0.0968478,-1.51255,-1.27267,-1.43087,-1.47639,0.193074,0.349664,0.293839,0.655139,0.489329,0.174123,0.619615,0.394843,0.359788,0.18733,0.572271,0.236333,0.718717,0.703279,0.685831,0.674655,0.661876,0.744217,0.675537,0.635096,0.709968,0.796932,0.826873,0.851017,0.867547,0.873501,0.544363,0.524193,0.819439,0.7812,0.807038,0.814026
-3889.37,0.995308,0.0646997,5,31,0,3907.66,-0.0718154,0.0597533,-0.318015,-0.677603,-0.263635,0.0779074,-0.347714,0.680561,0.82781,-0.143483,0.597146,-0.964593,-0.850096,0.738281,-0.44334,-0.266995,0.357159,0.42174,-0.775557,0.42285,-0.729042,-0.829544,0.00423315,-0.938369,-1.29314,-0.600845,-0.451637,-0.0325967,-0.248721,-0.673273,-0.680215,-1.0499,-1.00263,-0.771161,0.809115,0.510195,-0.233836,-0.368091,-0.61204,-0.817262,1.32783,0.213312,0.974402,-0.546415,-0.29892,1.269,0.169219,0.488793,0.754876,1.00361,-0.306225,1.25025,-0.79723,-1.10234,-0.346474,-1.35046,-1.33064,-1.07668,-0.693746,-0.158232,-0.4562,-1.20419,-1.51328,-1.78853,-1.69246,-1.57747,-0.234854,-0.398419,-1.57449,-0.710087,-1.38766,-1.36387,0.209518,0.446873,0.274004,0.633303,0.574178,0.219429,0.457796,0.380178,0.31976,0.268233,0.575964,0.222657,0.689382,0.750699,0.585762,0.794205,0.790946,0.745864,0.6668,0.539476,0.612112,0.76927,0.819546,0.856747,0.844547,0.828846,0.558445,0.598308,0.828423,0.67042,0.800218,0.796388
-3890.73,0.975355,0.0646997,5,63,0,3914.08,-0.00840778,0.369285,-0.515663,-0.545007,-0.177395,0.0625826,-0.354198,0.591195,0.640189,0.0254572,0.205542,-1.52604,-0.662562,1.05241,-1.27714,-0.712414,-0.0217498,0.580216,-0.938097,0.293874,-0.746541,-0.364599,-0.307657,-0.670618,-0.360433,-0.329533,-0.393035,-0.158817,-0.501943,-0.707275,-1.01772,-1.31098,-1.24029,-1.38621,0.305339,0.526513,-0.476786,-1.07868,-0.534088,-0.747283,1.38628,0.675172,0.869025,-0.835019,0.117948,1.81915,-0.455327,0.205776,0.6555,1.38138,-0.212659,1.26025,-1.0237,-0.779442,-0.785082,-1.18935,-0.616944,-0.911472,-0.787226,-0.484795,-0.882993,-1.31612,-1.6071,-1.8165,-1.7333,-1.94743,-0.436114,-0.103543,-1.41788,-1.33763,-1.07465,-1.14391,0.200002,0.33734,0.295457,0.697415,0.470547,0.139536,0.611905,0.448737,0.341751,0.200788,0.552965,0.220931,0.735693,0.68556,0.686774,0.766624,0.649523,0.713301,0.687235,0.618879,0.707442,0.788536,0.833009,0.860146,0.849833,0.875166,0.607333,0.525863,0.805005,0.792099,0.745481,0.758397
